cityId,speciesId,localDate,regulationStatus,activeModeId,fisheryStrength,seasonalAvailability,idealTemperatureScore
st_joseph_mi,chinook_salmon,2027-01-20,open,spring_nearshore,5.52,0.04830508474576271,1.2183389830508475
st_joseph_mi,chinook_salmon,2027-04-20,open,spring_nearshore,5.52,0.7571428571428571,4.422285714285714
st_joseph_mi,chinook_salmon,2027-07-20,open,summer_pier,6.8,1,6.8
st_joseph_mi,chinook_salmon,2027-09-05,open,summer_pier,6.8,0.23076923076923078,2.3384615384615386
st_joseph_mi,chinook_salmon,2027-11-20,open,spring_nearshore,5.52,0,1
st_joseph_mi,coho_salmon,2027-01-20,open,spring_nearshore,8.6,0.2171111111111111,2.650044444444444
st_joseph_mi,coho_salmon,2027-04-20,open,spring_nearshore,8.6,0.9375,8.125
st_joseph_mi,coho_salmon,2027-07-20,open,fall_harbor_return,6.47,0,1
st_joseph_mi,coho_salmon,2027-09-05,open,fall_harbor_return,6.47,0.32083333333333336,2.7549583333333336
st_joseph_mi,coho_salmon,2027-11-20,open,fall_harbor_return,6.47,0.15,1.8205
st_joseph_mi,steelhead,2027-01-20,open,winter_spring_pier,7.12,0.615068493150685,4.764219178082192
st_joseph_mi,steelhead,2027-04-20,open,winter_spring_pier,7.12,1,7.12
st_joseph_mi,steelhead,2027-07-20,open,summer_skamania_pier,7.8,1,7.8
st_joseph_mi,steelhead,2027-09-05,open,winter_spring_pier,7.12,0.1686131386861314,2.0319124087591245
st_joseph_mi,steelhead,2027-11-20,open,winter_spring_pier,7.12,0.37173913043478257,3.2750434782608693
st_joseph_mi,brown_trout,2027-01-20,open,winter_spring_nearshore,6.5,0.4875555555555555,3.6815555555555552
st_joseph_mi,brown_trout,2027-04-20,open,winter_spring_nearshore,6.5,0.8888888888888888,5.888888888888888
st_joseph_mi,brown_trout,2027-07-20,open,fall_harbor,4.96,0.05338983050847457,1.2114237288135592
st_joseph_mi,brown_trout,2027-09-05,open,winter_spring_nearshore,6.5,0.15041666666666667,1.8272916666666665
st_joseph_mi,brown_trout,2027-11-20,open,fall_harbor,4.96,0.8725490196078431,4.455294117647059
st_joseph_mi,lake_trout,2027-01-20,open,winter_spring_pier,4.1,0.815068493150685,3.526712328767123
st_joseph_mi,lake_trout,2027-04-20,open,winter_spring_pier,4.1,0.7,3.1699999999999995
st_joseph_mi,lake_trout,2027-07-20,open,fall_nearshore,3.67,0.09510869565217392,1.2539402173913043
st_joseph_mi,lake_trout,2027-09-05,open,fall_nearshore,3.67,0.22282608695652173,1.5949456521739132
st_joseph_mi,lake_trout,2027-11-20,open,fall_nearshore,3.67,0.8823529411764706,3.3558823529411765
st_joseph_mi,yellow_perch,2027-01-20,open,summer_pier_schooling,6,0.02740384615384615,1.1370192307692308
st_joseph_mi,yellow_perch,2027-04-20,open,summer_pier_schooling,6,0.18278688524590164,1.9139344262295082
st_joseph_mi,yellow_perch,2027-07-20,open,summer_pier_schooling,6,1,6
st_joseph_mi,yellow_perch,2027-09-05,open,summer_pier_schooling,6,0.5464912280701755,3.7324561403508776
st_joseph_mi,yellow_perch,2027-11-20,open,summer_pier_schooling,6,0,1
st_joseph_mi,lake_whitefish,2027-01-20,open,spring_coldwater_pier,3.16,0.583974358974359,2.2613846153846158
st_joseph_mi,lake_whitefish,2027-04-20,open,spring_coldwater_pier,3.16,0.4095238095238095,1.8845714285714286
st_joseph_mi,lake_whitefish,2027-07-20,open,spring_coldwater_pier,3.16,0.10269461077844311,1.2218203592814372
st_joseph_mi,lake_whitefish,2027-09-05,open,spring_coldwater_pier,3.16,0.20119760479041915,1.4345868263473054
