cityId,speciesId,localDate,regulationStatus,activeModeId,fisheryStrength,seasonalAvailability,idealTemperatureScore
chicago_il,chinook_salmon,2027-01-20,open,fall_harbor_staging,7,0,1
chicago_il,chinook_salmon,2027-04-20,open,spring_nearshore_transient,3.88,0.35,2.008
chicago_il,chinook_salmon,2027-07-20,open,fall_harbor_staging,7,0,1
chicago_il,chinook_salmon,2027-09-05,open,fall_harbor_staging,7,1,7
chicago_il,chinook_salmon,2027-11-20,open,fall_harbor_staging,7,0,1
chicago_il,coho_salmon,2027-01-20,open,spring_nearshore,8.2,0.2171111111111111,2.5631999999999997
chicago_il,coho_salmon,2027-04-20,open,spring_nearshore,8.2,1,8.2
chicago_il,coho_salmon,2027-07-20,open,fall_harbor_return,6.18,0,1
chicago_il,coho_salmon,2027-09-05,open,fall_harbor_return,6.18,0.26838709677419353,2.3902451612903226
chicago_il,coho_salmon,2027-11-20,open,fall_harbor_return,6.18,0.12375,1.641025
chicago_il,steelhead,2027-01-20,open,winter_spring_pier,6.5,0.43066666666666664,3.3686666666666665
chicago_il,steelhead,2027-04-20,open,winter_spring_pier,6.5,0.9357142857142857,6.146428571428571
chicago_il,steelhead,2027-07-20,open,fall_harbor,6.28,0.03757575757575757,1.1984
chicago_il,steelhead,2027-09-05,open,fall_harbor,6.28,0.19612903225806452,2.0355612903225806
chicago_il,steelhead,2027-11-20,open,fall_harbor,6.28,0.7651612903225806,5.040051612903226
chicago_il,brown_trout,2027-01-20,open,winter_spring_nearshore,6.2,0.4875555555555555,3.5352888888888887
chicago_il,brown_trout,2027-04-20,open,winter_spring_nearshore,6.2,0.8875,5.615
chicago_il,brown_trout,2027-07-20,open,fall_harbor,4.74,0.05338983050847457,1.199677966101695
chicago_il,brown_trout,2027-09-05,open,winter_spring_nearshore,6.2,0.15041666666666667,1.7821666666666667
chicago_il,brown_trout,2027-11-20,open,fall_harbor,4.74,0.8725490196078431,4.263333333333334
chicago_il,lake_trout,2027-01-20,open,winter_nearshore,5.4,0.8728888888888889,4.840711111111112
chicago_il,lake_trout,2027-04-20,open,winter_nearshore,5.4,0.36,2.584
chicago_il,lake_trout,2027-07-20,open,winter_nearshore,5.4,0,1
chicago_il,lake_trout,2027-09-05,open,winter_nearshore,5.4,0,1
chicago_il,lake_trout,2027-11-20,open,winter_nearshore,5.4,0.55,3.4200000000000004
chicago_il,smallmouth_bass,2027-01-20,open,warm_season_harbor,6.5,0,1
chicago_il,smallmouth_bass,2027-04-20,open,warm_season_harbor,6.5,0.22142857142857145,2.217857142857143
chicago_il,smallmouth_bass,2027-07-20,open,warm_season_harbor,6.5,1,6.5
chicago_il,smallmouth_bass,2027-09-05,open,warm_season_harbor,6.5,0.8185964912280702,5.502280701754386
chicago_il,smallmouth_bass,2027-11-20,open,warm_season_harbor,6.5,0,1
chicago_il,freshwater_drum,2027-01-20,open,warm_season_harbor,5.6,0,1
chicago_il,freshwater_drum,2027-04-20,open,warm_season_harbor,5.6,0.04285714285714285,1.197142857142857
